src_rel,dst_rel,action,src_size,dst_size
Plants/bramble.jpg,Plants/bramble.jpg,normalize_400x400_jpg,400x300,400x400
Plants/cactus.jpg,Plants/cactus.jpg,normalize_400x400_jpg,280x400,400x400
Plants/chamomile.jpg,Plants/chamomile.jpg,normalize_400x400_jpg,271x400,400x400
Plants/chestnut_tree.jpg,Plants/chestnut_tree.jpg,normalize_400x400_jpg,400x305,400x400
Plants/daffodil.jpg,Plants/daffodil.jpg,normalize_400x400_jpg,300x400,400x400
Plants/daisy.jpg,Plants/daisy.jpg,normalize_400x400_jpg,400x300,400x400
Plants/dandelion.jpg,Plants/dandelion.jpg,normalize_400x400_jpg,400x320,400x400
Plants/elder.jpg,Plants/elder.jpg,normalize_400x400_jpg,400x300,400x400
Plants/fern.jpg,Plants/fern.jpg,normalize_400x400_jpg,242x400,400x400
Plants/fir.jpg,Plants/fir.jpg,normalize_400x400_jpg,400x300,400x400
Plants/grass.jpg,Plants/grass.jpg,normalize_400x400_jpg,400x300,400x400
Plants/hornbeam.jpg,Plants/hornbeam.jpg,normalize_400x400_jpg,295x400,400x400
Plants/horsetail.jpg,Plants/horsetail.jpg,normalize_400x400_jpg,400x400,400x400
Plants/jasmine.jpg,Plants/jasmine.jpg,normalize_400x400_jpg,400x344,400x400
Plants/juniper.jpg,Plants/juniper.jpg,normalize_400x400_jpg,266x400,400x400
Plants/larch.jpg,Plants/larch.jpg,normalize_400x400_jpg,300x400,400x400
Plants/lavender.jpg,Plants/lavender.jpg,normalize_400x400_jpg,400x300,400x400
Plants/lawn.jpg,Plants/lawn.jpg,normalize_400x400_jpg,400x300,400x400
Plants/lily.jpg,Plants/lily.jpg,normalize_400x400_jpg,400x298,400x400
Plants/linden.jpg,Plants/linden.jpg,normalize_400x400_jpg,400x304,400x400
Plants/maple.jpg,Plants/maple.jpg,normalize_400x400_jpg,400x300,400x400
Plants/mint.jpg,Plants/mint.jpg,normalize_400x400_jpg,400x400,400x400
Plants/moss.jpg,Plants/moss.jpg,normalize_400x400_jpg,400x300,400x400
Plants/nettle.jpg,Plants/nettle.jpg,normalize_400x400_jpg,381x400,400x400
Plants/oak.jpg,Plants/oak.jpg,normalize_400x400_jpg,296x400,400x400
Plants/orchid.jpg,Plants/orchid.jpg,normalize_400x400_jpg,400x400,400x400
Plants/palm_tree.jpg,Plants/palm_tree.jpg,normalize_400x400_jpg,263x400,400x400
Plants/pine.jpg,Plants/pine.jpg,normalize_400x400_jpg,267x400,400x400
Plants/poplar.jpg,Plants/poplar.jpg,normalize_400x400_jpg,400x398,400x400
Plants/poppy.jpg,Plants/poppy.jpg,normalize_400x400_jpg,298x400,400x400
Plants/reed.jpg,Plants/reed.jpg,normalize_400x400_jpg,305x400,400x400
Plants/rose.jpg,Plants/rose.jpg,normalize_400x400_jpg,400x371,400x400
Plants/rosemary.jpg,Plants/rosemary.jpg,normalize_400x400_jpg,400x300,400x400
Plants/rowan.jpg,Plants/rowan.jpg,normalize_400x400_jpg,400x297,400x400
Plants/spruce.jpg,Plants/spruce.jpg,normalize_400x400_jpg,289x400,400x400
Plants/sunflower.jpg,Plants/sunflower.jpg,normalize_400x400_jpg,361x400,400x400
Plants/thyme.jpg,Plants/thyme.jpg,normalize_400x400_jpg,400x219,400x400
Plants/tulip.jpg,Plants/tulip.jpg,normalize_400x400_jpg,400x274,400x400
Plants/violet.jpg,Plants/violet.jpg,normalize_400x400_jpg,295x400,400x400
Plants/wild_rose.jpg,Plants/wild_rose.jpg,normalize_400x400_jpg,300x400,400x400
Plants/willow.jpg,Plants/willow.jpg,normalize_400x400_jpg,400x400,400x400
VegFruit/Orange.png,VegFruit/orange.jpg,normalize_400x400_jpg,1024x1536,400x400
VegFruit/apple.jpg,VegFruit/apple.jpg,normalize_400x400_jpg,400x136,400x400
VegFruit/apricot.jpg,VegFruit/apricot.jpg,normalize_400x400_jpg,400x207,400x400
VegFruit/avocado.jpg,VegFruit/avocado.jpg,normalize_400x400_jpg,320x400,400x400
VegFruit/banana.jpg,VegFruit/banana.jpg,normalize_400x400_jpg,387x221,400x400
VegFruit/beans.jpg,VegFruit/beans.jpg,normalize_400x400_jpg,293x400,400x400
VegFruit/blueberry.jpg,VegFruit/blueberry.jpg,normalize_400x400_jpg,400x261,400x400
VegFruit/broccoli.jpg,VegFruit/broccoli.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/cabbage.jpg,VegFruit/cabbage.jpg,normalize_400x400_jpg,400x180,400x400
VegFruit/carrot.jpg,VegFruit/carrot.jpg,normalize_400x400_jpg,400x227,400x400
VegFruit/cauliflower.jpg,VegFruit/cauliflower.jpg,normalize_400x400_jpg,400x320,400x400
VegFruit/celery.jpg,VegFruit/celery.jpg,normalize_400x400_jpg,400x300,400x400
VegFruit/cherry.jpg,VegFruit/cherry.jpg,normalize_400x400_jpg,276x400,400x400
VegFruit/corn.jpg,VegFruit/corn.jpg,normalize_400x400_jpg,294x400,400x400
VegFruit/cucumber.jpg,VegFruit/cucumber.jpg,normalize_400x400_jpg,279x400,400x400
VegFruit/eggplant.jpg,VegFruit/eggplant.jpg,normalize_400x400_jpg,366x400,400x400
VegFruit/garlic.jpg,VegFruit/garlic.jpg,normalize_400x400_jpg,242x400,400x400
VegFruit/grapes.jpg,VegFruit/grapes.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/kiwi.jpg,VegFruit/kiwi.jpg,normalize_400x400_jpg,400x300,400x400
VegFruit/lemon.jpg,VegFruit/lemon.jpg,normalize_400x400_jpg,400x300,400x400
VegFruit/lettuce.jpg,VegFruit/lettuce.jpg,normalize_400x400_jpg,400x300,400x400
VegFruit/mandarin.jpg,VegFruit/mandarin.jpg,normalize_400x400_jpg,300x400,400x400
VegFruit/mango.jpg,VegFruit/mango.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/onion.jpg,VegFruit/onion.jpg,normalize_400x400_jpg,400x400,400x400
VegFruit/parsley.jpg,VegFruit/parsley.jpg,normalize_400x400_jpg,286x400,400x400
VegFruit/pea.jpg,VegFruit/pea.jpg,normalize_400x400_jpg,400x345,400x400
VegFruit/peach.jpg,VegFruit/peach.jpg,normalize_400x400_jpg,259x400,400x400
VegFruit/pear.jpg,VegFruit/pear.jpg,normalize_400x400_jpg,263x400,400x400
VegFruit/pepper.jpg,VegFruit/pepper.jpg,normalize_400x400_jpg,323x400,400x400
VegFruit/pineapple.jpg,VegFruit/pineapple.jpg,normalize_400x400_jpg,400x268,400x400
VegFruit/plum.jpg,VegFruit/plum.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/potato.jpg,VegFruit/potato.jpg,normalize_400x400_jpg,400x260,400x400
VegFruit/pumpkin.jpg,VegFruit/pumpkin.jpg,normalize_400x400_jpg,400x254,400x400
VegFruit/raspberry.jpg,VegFruit/raspberry.jpg,normalize_400x400_jpg,320x400,400x400
VegFruit/spinach.jpg,VegFruit/spinach.jpg,normalize_400x400_jpg,307x400,400x400
VegFruit/strawberry.jpg,VegFruit/strawberry.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/tomato.jpg,VegFruit/tomato.jpg,normalize_400x400_jpg,400x333,400x400
VegFruit/watermelon.jpg,VegFruit/watermelon.jpg,normalize_400x400_jpg,266x400,400x400
VegFruit/wheat.jpg,VegFruit/wheat.jpg,normalize_400x400_jpg,400x267,400x400
VegFruit/zucchini.jpg,VegFruit/zucchini.jpg,normalize_400x400_jpg,400x202,400x400
